filepath label
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/1.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/2.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/3.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/4.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/5.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/6.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/7.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/8.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/9.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/10.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/11.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/12.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/13.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/14.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/15.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/16.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/17.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/18.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/19.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/20.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/21.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/22.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/23.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/24.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/25.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/26.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/27.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/28.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/29.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/30.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/31.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/32.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/33.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/34.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/35.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/36.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/37.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/38.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/39.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/40.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/41.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/42.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/43.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/44.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/45.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/46.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/47.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/48.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/49.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/50.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/51.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/52.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/53.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/54.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/55.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/56.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/57.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/58.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/59.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/60.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/61.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/62.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/63.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/64.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/65.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/66.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/67.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/68.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/69.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/70.jpg 0
/home/data/shizh/real_or_fake/idCard/3_real_name_cropped/71.jpg 0
